id,prediction
1.0,0.6
2.0,0.6
3.0,0.6
4.0,0.6
5.0,0.6
6.0,0.6
7.0,0.6
8.0,0.6
9.0,0.6
10.0,0.6
11.0,0.6
12.0,0.6
13.0,0.6
14.0,0.6
15.0,0.6
16.0,0.6
17.0,0.6
18.0,0.6
19.0,0.6
20.0,0.6
21.0,0.6
22.0,0.6
23.0,0.6
24.0,0.6
25.0,0.6
26.0,0.6
27.0,0.6
28.0,0.6
29.0,0.6
30.0,0.6
31.0,0.6
32.0,0.6
33.0,0.6
34.0,0.6
35.0,0.6
36.0,0.8696349940791588
37.0,2.1732086846845284
38.0,3.215343979726323
39.0,4.473882743453814
40.0,5.457779913068718
41.0,7.440464289003815
42.0,8.243748541977002
43.0,9.10607729426926
44.0,9.900474400966866
45.0,10.943164275270854
46.0,11.399894683669535
47.0,11.710373102307742
48.0,12.047937258716045
49.0,12.45529966018805
50.0,12.596563542716535
51.0,12.63024306687093
52.0,12.63463306590755
53.0,12.49573629705839
54.0,12.399038963289575
55.0,12.29658903669949
56.0,12.134453789206951
57.0,11.73347369713846
58.0,11.603419224596847
59.0,11.47374454482945
60.0,11.237232958032013
61.0,10.88921075598394
62.0,10.635302111655106
63.0,10.389086668460912
64.0,10.179923311809949
65.0,9.685395877121481
66.0,9.15406992708979
67.0,8.09987644273863
68.0,7.072607036532892
69.0,5.195319768734575
70.0,3.979759933042274
71.0,2.8516634335517876
72.0,2.0048876087174365
73.0,0.8953707364330968
74.0,0.70486591507894
75.0,0.6
76.0,0.6
77.0,0.6
78.0,0.6
79.0,0.6
80.0,0.6
81.0,0.6
82.0,0.6
83.0,0.6
84.0,0.6
85.0,0.6
86.0,0.6
87.0,0.6
88.0,0.6
89.0,0.6
90.0,0.6
91.0,0.6
92.0,0.6
93.0,0.6
94.0,0.6
95.0,0.6
96.0,0.6
97.0,0.6
98.0,0.6
99.0,0.6
100.0,0.6
101.0,0.6
102.0,0.6
103.0,0.6
104.0,0.6
105.0,0.6
106.0,0.6
107.0,0.6
108.0,0.6
109.0,0.6
110.0,0.6
111.0,0.6
112.0,0.6
113.0,0.6
114.0,0.6
115.0,0.6
116.0,0.6
117.0,0.6
118.0,0.6
119.0,0.6
120.0,0.6
121.0,0.6
122.0,0.6
123.0,0.6
124.0,0.6
125.0,0.6
126.0,0.6
127.0,0.6
128.0,0.6
129.0,0.6
130.0,0.6
131.0,0.6
132.0,0.8769683801844461
133.0,1.9051902150283209
134.0,3.1057717940615
135.0,4.196535723023631
136.0,5.272442627073422
137.0,7.06286497333223
138.0,8.051218310467288
139.0,8.908946760254157
140.0,9.801836010155757
141.0,10.866355279487603
142.0,11.390722420678042
143.0,11.83961337755603
144.0,12.193756268948434
145.0,12.668376047779399
146.0,12.792085158446193
147.0,12.833244579498205
148.0,12.86459024978448
149.0,12.739705932662693
150.0,12.695305325381636
151.0,12.607510417582521
152.0,12.489213572156975
153.0,12.159442737597805
154.0,11.915383949576276
155.0,11.387421866625743
156.0,11.208644907767683
157.0,10.850418639702038
158.0,10.603903242684996
159.0,10.100286938708907
160.0,9.744679369735547
161.0,9.162596355824858
162.0,8.668944286104786
163.0,7.903583439674304
164.0,6.962197498406271
165.0,5.428062569558467
166.0,3.9576562332280334
167.0,2.869896957529037
168.0,2.1179735604596437
169.0,1.0177195470747906
170.0,0.7551174199505163
171.0,0.6610524662842632
172.0,0.6
173.0,0.6
174.0,0.6
175.0,0.6
176.0,0.6
177.0,0.6
178.0,0.6
179.0,0.6
180.0,0.6
181.0,0.6
182.0,0.6
183.0,0.6
184.0,0.6
185.0,0.6
186.0,0.6
187.0,0.6
188.0,0.6
189.0,0.6
190.0,0.6
191.0,0.6
192.0,0.6
193.0,0.6
194.0,0.6
195.0,0.6
196.0,0.6
197.0,0.6
198.0,0.6
199.0,0.6
200.0,0.6
201.0,0.6
202.0,0.6
203.0,0.6
204.0,0.6
205.0,0.6
206.0,0.6
207.0,0.6
208.0,0.6
209.0,0.6
210.0,0.6
211.0,0.6
212.0,0.6
213.0,0.6
214.0,0.6
215.0,0.6
216.0,0.6
217.0,0.6
218.0,0.6
219.0,0.6
220.0,0.6
221.0,0.6
222.0,0.6
223.0,0.6
224.0,0.6
225.0,0.6
226.0,0.6
227.0,0.697687364030613
228.0,0.969491614909051
229.0,1.8014564896238554
230.0,2.8652809026665462
231.0,3.8629961774842227
232.0,5.153531584823025
233.0,6.528357928477123
234.0,7.251825238317949
235.0,8.165345289348446
236.0,8.990789812471593
237.0,10.048429407370874
238.0,10.497526859926728
239.0,10.959772501565544
240.0,11.339266795246058
241.0,11.517203448933355
242.0,11.56714263078474
243.0,11.619004486526672
244.0,11.58426037459671
245.0,11.320614457093026
246.0,11.252381452207848
247.0,11.181419348486779
248.0,11.017811449204189
249.0,10.74905316213658
250.0,10.518574030137724
251.0,10.311816241479018
252.0,10.074964699832837
253.0,9.756902178891977
254.0,9.501982207285304
255.0,9.002130515713304
256.0,8.73482134806027
257.0,8.141794471016208
258.0,7.710175232839509
259.0,7.001875927298305
260.0,5.998930975097111
261.0,4.677145041317197
262.0,3.5764843329525178
263.0,2.695157370634439
264.0,1.9001867389861815
265.0,0.8276755960270702
266.0,0.6160019508134182
267.0,0.6
268.0,0.6
269.0,0.6
270.0,0.6
271.0,0.6
272.0,0.6
273.0,0.6
274.0,0.6
275.0,0.6
276.0,0.6
277.0,0.6
278.0,0.6
279.0,0.6
280.0,0.6
281.0,0.6
282.0,0.6
283.0,0.6
284.0,0.6
285.0,0.6
286.0,0.6
287.0,0.6
288.0,0.6
289.0,0.6
290.0,0.6
291.0,0.6
292.0,0.6
293.0,0.6
294.0,0.6
295.0,0.6
296.0,0.6
297.0,0.6
298.0,0.6
299.0,0.6
300.0,0.6
301.0,0.6
302.0,0.6
303.0,0.6
304.0,0.6
305.0,0.6
306.0,0.6
307.0,0.6
308.0,0.6
309.0,0.6
310.0,0.6
311.0,0.6
312.0,0.6
313.0,0.6
314.0,0.6
315.0,0.6
316.0,0.6
317.0,0.6
318.0,0.6
319.0,0.6
320.0,0.6
321.0,0.6
322.0,0.6
323.0,0.6691374552025642
324.0,0.9053982802876422
325.0,1.8390909102066737
326.0,2.8304197422725443
327.0,3.89172369832567
328.0,4.851140259006312
329.0,6.489918314550185
330.0,7.458391424258434
331.0,8.206915319883294
332.0,8.799862865689278
333.0,9.681092619124383
334.0,9.900911033684807
335.0,10.4333758309764
336.0,10.863192112807573
337.0,11.446580317126763
338.0,11.610450121719945
339.0,11.728964650886375
340.0,11.856453753340242
341.0,11.935439194414323
342.0,11.934247905582493
343.0,11.855184824366535
344.0,11.741347949007194
345.0,11.477883785681659
346.0,11.311694065881275
347.0,11.1081926640121
348.0,10.895904535317259
349.0,10.31684255437612
350.0,9.894726315849308
351.0,9.486823920435317
352.0,9.141432413976615
353.0,8.44430553111847
354.0,7.939185298587968
355.0,7.177898586352191
356.0,6.204869924943949
357.0,4.219059980730902
358.0,3.100212945953265
359.0,2.383222830981773
360.0,1.6593560325618675
361.0,0.6087221660122265
362.0,0.6
363.0,0.6
364.0,0.6
365.0,0.6
366.0,0.6
367.0,0.6
368.0,0.6
369.0,0.6
370.0,0.6
371.0,0.6
372.0,0.6
373.0,0.6
374.0,0.6
375.0,0.6
376.0,0.6
377.0,0.6
378.0,0.6
379.0,0.6
380.0,0.6
381.0,0.6
382.0,0.6
383.0,0.6
384.0,0.6
385.0,0.6
386.0,0.6
387.0,0.6
388.0,0.6
389.0,0.6
390.0,0.6
391.0,0.6
392.0,0.6
393.0,0.6
394.0,0.6
395.0,0.6
396.0,0.6
397.0,0.6
398.0,0.6
399.0,0.6
400.0,0.6
401.0,0.6
402.0,0.6
403.0,0.6
404.0,0.6
405.0,0.6
406.0,0.6
407.0,0.6
408.0,0.6
409.0,0.6
410.0,0.6
411.0,0.6
412.0,0.6
413.0,0.6
414.0,0.6
415.0,0.6
416.0,0.6
417.0,0.6
418.0,0.6
419.0,0.6
420.0,0.9177301711860217
421.0,2.0377495267034367
422.0,3.0421276772241526
423.0,4.303056477617309
424.0,5.536099794432479
425.0,7.346084805052401
426.0,8.183477933972082
